Practice

1. Patient problem solving
2. Reason abstractly and quantitatively
3. Construct viable arguments and critique the reasoning of others
4. Model with mathematics
5. Use appropriate tools
6. Attend to precision
7. Look for and make use of structure
8. Look for and express regularity in repeated reasoning


358	Mathematics	Grade 8	6-8	Geometry 	8	G	3	8.G.3	3. Describe the effect of dilations, translations, rotations, and reflections on two-dimensional figures using coordinates.	0	http://www.corestandards.org/the-standards/mathematics
359	Mathematics	Grade 8	6-8	Geometry 	8	G	4	8.G.4	4. Understand that a two-dimensional figure is similar to another if the second can be obtained from the first by a sequence of rotations, reflections, translations, and dilations; given two similar two dimensional figures, describe a sequence that exhibits the similarity between them.	0	http://www.corestandards.org/the-standards/mathematics
360	Mathematics	Grade 8	6-8	Geometry 	8	G	5	8.G.5	5. Use informal arguments to establish facts about the angle sum and exterior angle of triangles, about the angles created when parallel lines are cut by a transversal, and the angle-angle criterion for similarity of triangles. <em>For example, arrange three copies of the same triangle so that the sum of the three angles appears to form a line, and give an argument in terms of transversals why this is so.</em>	0	http://www.corestandards.org/the-standards/mathematics
361	Mathematics	Grade 8	6-8	Geometry 	8	G	6	8.G.6	6. Explain a proof of the Pythagorean Theorem and its converse.	0	http://www.corestandards.org/the-standards/mathematics
362	Mathematics	Grade 8	6-8	Geometry 	8	G	7	8.G.7	7. Apply the Pythagorean Theorem to determine unknown side lengths in right triangles in real-world and mathematical problems in two and three dimensions.	0	http://www.corestandards.org/the-standards/mathematics
363	Mathematics	Grade 8	6-8	Geometry 	8	G	8	8.G.8	8. Apply the Pythagorean Theorem to find the distance between two points in a coordinate system.	0	http://www.corestandards.org/the-standards/mathematics
364	Mathematics	Grade 8	6-8	Geometry 	8	G	9	8.G.9	9. Know the formulas for the volumes of cones, cylinders, and spheres and use them to solve real-world and mathematical problems.	0	http://www.corestandards.org/the-standards/mathematics
365	Mathematics	Grade 8	6-8	Statistics and Probability 	8	SP		8.SP	Statistics and Probability 	0	http://www.corestandards.org/the-standards/mathematics/grade-8/statistics-and-probability/
366	Mathematics	Grade 8	6-8	Statistics and Probability 	8	SP	1	8.SP.1	1. Construct and interpret scatter plots for bivariate measurement data to investigate patterns of association between two quantities. Describe patterns such as clustering, outliers, positive or negative association, linear association, and nonlinear association.	0	http://www.corestandards.org/the-standards/mathematics
367	Mathematics	Grade 8	6-8	Statistics and Probability 	8	SP	2	8.SP.2	2. Know that straight lines are widely used to model relationships between two quantitative variables. For scatter plots that suggest a linear association, informally fit a straight line, and informally assess the model fit by judging the closeness of the data points to the line. 	0	http://www.corestandards.org/the-standards/mathematics
368	Mathematics	Grade 8	6-8	Statistics and Probability 	8	SP	3	8.SP.3	3. Use the equation of a linear model to solve problems in the context of bivariate measurement data, interpreting the slope and intercept. <em>For example, in a linear model for a biology experiment, interpret a slope of 1.5 cm/hr as meaning that an additional hour of sunlight each day is associated with an additional 1.5 cm in mature plant height.</em>	0	http://www.corestandards.org/the-standards/mathematics
369	Mathematics	Grade 8	6-8	Statistics and Probability 	8	SP	4	8.SP.4	4. Understand that patterns of association can also be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table. Construct and interpret a two-way table summarizing data on two categorical variables collected from the same subjects. Use relative frequencies calculated for rows or columns to describe possible association between the two variables. <em>For example, collect data from students in your class on whether or not they have a curfew on school nights and whether or not they have assigned chores at home. Is there evidence that those who have a curfew also tend to have chores?</em>	0	http://www.corestandards.org/the-standards/mathematics
370	Mathematics	NULL	9-12						Mathematics Standards for High School	0	
371	Mathematics	High School Number & Quantity	9-12		N				Number and Quantity	0	http://www.corestandards.org/the-standards/mathematics/hs-number-and-quantity/introduction/
372	Mathematics	High School Number & Quantity	9-12	The Real Number System	N	RN		N-RN	The Real Number System	0	http://www.corestandards.org/the-standards/mathematics/hs-number-and-quantity/the-real-number-system/
